PT_IDX,PT_NAME,PT_CATEGORY,PT_IMAGE,PT_CONTENT,PT_WRITER,PT_HIDDEN
50,맨몸 오버헤드 스쿼트,하체,"https://burnfit.io/wp-content/uploads/2023/11/BW_OH_SQT.png,https://burnfit.io/wp-content/uploads/2023/11/BW_OH_SQT.gif","다리를 어깨 너비만큼 벌린 상태에서, 양손을 위로 곧게 뻗고 섭니다. | 상체가 구부려지지 않도록 유지하면서 엉덩이를 낮추며 스쿼트를 합니다. | 발바닥으로 지면을 밀고 일어나면서 시작 자세로 돌아옵니다.",,0
51,덤벨 스모 스쿼트,하체,"https://burnfit.io/wp-content/uploads/2023/11/DB_SM_SQT.png,https://burnfit.io/wp-content/uploads/2023/11/DB_SM_SQT.gif","양손으로 덤벨을 잡고, 발끝이 바깥을 향한 상태로 다리를 넓게 벌리고 섭니다. | 팔꿈치를 펴고 등을 긴장시킨 상태로, 엉덩이를 뒤로 빼며 앉습니다. | 복압을 유지한채로 엉덩이에 힘을 주며 다리를 펴줍니다.",,0
52,덤벨 레그 컬,하체,"https://burnfit.io/wp-content/uploads/2023/11/DB_LEG_CURL.png,https://burnfit.io/wp-content/uploads/2023/11/DB_LEG_CURL.gif","벤치에 엎드린 상태에서 양발로 덤벨을 고정시켜줍니다. | 발목을 세운 상태에서, 무릎을 굽혀 덤벨을 올려줍니다. | 허리, 엉덩이, 햄스트링에 긴장감을 유지하면서 덤벨을 천천히 내립니다.",,0
53,덤벨 스쿼트,하체,"https://burnfit.io/wp-content/uploads/2023/11/DB_SQT.png,https://burnfit.io/wp-content/uploads/2023/11/DB_SQT.gif","다리를 어깨 너비만큼 벌리고, 덤벨을 양손으로 잡고 곧게 섭니다. | 상체가 앞으로 숙여지지 않도록 코어에 힘을 준 상태로 엉덩이를 뒤로 빼며 앉습니다. | 상체의 자세를 유지하면서, 발바닥으로 지면을 밀고 일어납니다.",,0
54,바벨 핵 스쿼트,하체,"https://burnfit.io/wp-content/uploads/2023/11/BB_HACK_SQT.png,https://burnfit.io/wp-content/uploads/2023/11/BB_HACK_SQT.gif","양손으로 골반 바로 바깥쪽에서 바벨을 언더그립(손바닥이 뒤를 향하게)으로 잡습니다. | 양발을 골반 너비만큼 벌린 상태에서, 엉덩이를 뒤로 빼며 앉습니다. 이때, 바벨은 흔들리지 않게 지면의 수직방향으로 내려줍니다. | 허리가 굽지 않도록 주의하면서 허벅지를 바닥과 수평을 이루는 지점까지 앉습니다. | 상체의 자세를 유지하면서, 발바닥으로 지면을 밀고 일어납니다.",,0
55,시티드 레그 컬,하체,"https://burnfit.io/wp-content/uploads/2023/11/SEAT_LEG_CURL.png,https://burnfit.io/wp-content/uploads/2023/11/SEAT_LEG_CURL.gif","머신에 앉은 상태에서, 종아리 쪽의 패드가 아킬레스건 바로 위쪽에 위치하도록 머신을 조정합니다. | 발목을 세운 상태에서, 무릎을 최대한 굽혀 뒷 허벅지(대퇴 이두)를 수축시킵니다. | 대퇴 이두의 긴장감을 유지하면서 천천히 무릎을 펴줍니다.",,0
56,힙 쓰러스트 머신,하체,"https://burnfit.io/wp-content/uploads/2023/11/HIP_THRUST_MAC.png,https://burnfit.io/wp-content/uploads/2023/11/HIP_THRUST_MAC.gif","등 상부를 벤치에 기댄 상태에서 발바닥을 지면에 단단히 고정합니다. | 엉덩이 힘으로 몸을 윗 방향으로 밀어 올립니다. (이때, 허리가 과하게 꺾이지 않도록 주의합니다.) | 천천히 엉덩이를 내려 수축된 엉덩이 근육을 이완시킵니다.",,0
57,맨몸 카프 레이즈,하체,"https://burnfit.io/wp-content/uploads/2023/11/BW_CALF_RAISE.png,https://burnfit.io/wp-content/uploads/2023/11/BW_CALF_RAISE.gif",계단과 같이 단차가 있는곳에 발뒤꿈치를 뗀 상태로 곧게 섭니다. | 종아리의 힘을 이용하여 몸 전체를 위로 들어올립니다. | 종아리의 자극을 유지하면서 천천히 몸을 내려 시작 자세로 돌아옵니다.,,0
58,글루트 브릿지,하체,"https://burnfit.io/wp-content/uploads/2023/11/GLUTE_BRDG.png,https://burnfit.io/wp-content/uploads/2023/11/GLUTE_BRDG.gif","바닥에 누워 무릎을 구부린 상태에서, 양 발바닥면 전체가 바닥에 닿게합니다. | 무릎, 엉덩이, 어깨가 일직선이 될때까지 바닥에서 엉덩이를 들어 올립니다. 이때 등이 과도하게 밀려 올라가는 것을 방지하기 위해 둔근과 복근을 활성화합니다. | 최고점에서 약 2초간 자세를 유지하고 시작자세로 돌아옵니다.",,0
59,덤벨 루마니안 데드리프트,하체,"https://burnfit.io/wp-content/uploads/2023/11/DB_RM_DL.png,https://burnfit.io/wp-content/uploads/2023/11/DB_RM_DL.gif",다리를 어깨 너비만큼 벌린 상태에서 양손으로 덤벨을 잡고 섭니다. | 시선은 전방을 향한 상태에서 덤벨을 들어올려 골반 높이에 위치시킵니다. | 허리와 등을 편 상태로 상체를 숙여 덤벨을 무릎 높이까지 천천히 내립니다. | 덤벨이 내려간 역순서대로 들어올려 2번의 자세로 돌아갑니다.,,0
60,라잉 힙 어브덕션,하체,"https://burnfit.io/wp-content/uploads/2023/11/LYING_HIP_ABD.png,https://burnfit.io/wp-content/uploads/2023/11/LYING_HIP_ABD.gif",옆으로 곧게 누워 한팔은 머리를 다른 한팔은 상체를 지지합니다. | 몸의 중심을 잡은 상태에서 위쪽 다리를 상체와 일직선이 되도록 몸을 정렬합니다. | 아래쪽 다리는 바닥을 지지한 상태로 위쪽 다리를 천천히 들어올립니다. | 올린 다리를 천천히 내려 2번의 자세로 돌아갑니다.,,0
61,싱글 레그 글루트 브릿지,하체,"https://burnfit.io/wp-content/uploads/2023/11/SL_GLUTE_BRDG.png,https://burnfit.io/wp-content/uploads/2023/11/SL_GLUTE_BRDG.gif","바닥에 누워 한쪽발 바닥면은 바닥에 닿게 무릎을 구부리고 다른쪽 발은 곧게 펴줍니다. | 양팔로 상체가 움직이지않게 고정한 상태에서, 바닥에 닿은 발의 뒤꿈치를 밀면서 엉덩이를 들어 올립니다. | 최고점에서 약 2초간 자세를 유지하고 시작 자세로 돌아옵니다.",,0
62,피스톨 박스 스쿼트,하체,"https://burnfit.io/wp-content/uploads/2023/11/PISTOL_BOX_SQT.png,https://burnfit.io/wp-content/uploads/2023/11/PISTOL_BOX_SQT.gif",적당한 높이의 박스 앞으로 가서 양손을 앞으로 내밀고 한발을 살짝 들어줍니다. | 코어에 힘을 준 상태로 엉덩이를 뒤로빼면서 천천히 앉아줍니다. 이때 몸통이 숙여지지 않도록 합니다. | 박스가 엉덩이에 닿으면 둔근과 햄스트링에 힘을 주면서 몸을 천천히 일으켜 세웁니다.,,0
63,사이드 라잉 클램,하체,"https://burnfit.io/wp-content/uploads/2023/11/SIDE_LYING_CLAM.png,https://burnfit.io/wp-content/uploads/2023/11/SIDE_LYING_CLAM.gif",옆으로 곧게 누워 한팔은 머리를 다른 한팔은 상체를 지지합니다. | 양쪽 무릎을 앞으로 구부리고 양다리를 모아줍니다. | 양발이 떨어지지 않도록 유지하면서 윗 무릎을 들어올립니다. | 최고점에서 약 2초간 자세를 유지하고 시작 자세로 돌아옵니다.,,0
64,맨몸 원레그 데드리프트,하체,"https://burnfit.io/wp-content/uploads/2023/11/BW_SL_DEAD.png,https://burnfit.io/wp-content/uploads/2023/11/BW_SL_DEAD.gif","한발로 균형을 잡은 상태로 척추를 곧게 펴고 섭니다. | 고관절을 접으며 상체를 천천히 숙여줍니다. 이때, 일반 데드리프트를 수행할 때처럼 등이 굽지 않도록 유의합니다. | 반대쪽 다리를 들어 균형을 잡으면서 상체의 균형을 유지할 수 있는 지점까지 내려갑니다. | 한발로 바닥을 지그시 누르며 시작 자세로 돌아옵니다.",,0
65,바벨 원레그 데드리프트,하체,"https://burnfit.io/wp-content/uploads/2023/11/BB_SL_DEAD.png,https://burnfit.io/wp-content/uploads/2023/11/BB_SL_DEAD.gif","양손으로 바벨을 들고 한발로 균형을 잡은 상태로 척추를 곧게 펴고 섭니다. | 고관절을 접으며 상체를 천천히 숙여줍니다. 이때, 일반 데드리프트를 수행할 때처럼 등이 굽지 않도록 유의합니다. | 반대쪽 다리를 들어 균형을 잡으면서 상체의 균형을 유지할 수 있는 지점까지 내려갑니다. | 한발로 바닥을 지그시 누르며 시작 자세로 돌아옵니다.",,0
66,덤벨 원레그 데드리프트,하체,"https://burnfit.io/wp-content/uploads/2023/11/DB_SL_DEAD.png,https://burnfit.io/wp-content/uploads/2023/11/DB_SL_DEAD.gif","양손으로 덤벨을 들고 한발로 균형을 잡은 상태로 척추를 곧게 펴고 섭니다. | 고관절을 접으며 상체를 천천히 숙여줍니다. 이때, 일반 데드리프트를 수행할 때처럼 등이 굽지 않도록 유의합니다. | 반대쪽 다리를 들어 균형을 잡으면서 상체의 균형을 유지할 수 있는 지점까지 내려갑니다. | 한발로 바닥을 지그시 누르며 시작 자세로 돌아옵니다.",,0
67,케틀벨 데드리프트,하체,"https://burnfit.io/wp-content/uploads/2023/11/KB_DL.png,https://burnfit.io/wp-content/uploads/2023/11/KB_DL.gif","양발을 골반보다 약간 넓게 벌리고, 케틀벨을 양손으로 잡습니다. | 등이 굽지 않도록 상체를 곧게 유지하면서, 발바닥으로 지면을 밀어올린다는 느낌으로 케틀벨을 들어 올립니다. | 몸을 완전히 쭉 피고 엉덩이 근육을 수축합니다. | 케틀벨을 들어올린 역순서대로 바닥으로 내려 시작 자세로 돌아갑니다.",,0
68,케틀벨 스모 데드리프트,하체,"https://burnfit.io/wp-content/uploads/2023/11/KB_SM_DL.png,https://burnfit.io/wp-content/uploads/2023/11/KB_SM_DL.gif","발끝이 바깥을 향한 상태로 다리를 넓게 벌리고 케틀벨 앞에 섭니다. | 허벅지가 바닥에 수평이 될 때까지 엉덩이를 뒤로 뺀 상태에서, 양손으로 케틀벨을 잡습니다. | 복압을 유지한채로 엉덩이에 힘을 주며 다리를 펴줍니다. | 상체를 포함한 온몸이 펴지면 동작을 완료하고, 케틀벨이 올라온 역순서대로 바닥에 내려 시작 자세로 돌아갑니다.",,0
69,덤벨 스모 데드리프트,하체,"https://burnfit.io/wp-content/uploads/2023/11/DB_SM_DL.png,https://burnfit.io/wp-content/uploads/2023/11/DB_SM_DL.gif","발끝이 바깥을 향한 상태로 다리를 넓게 벌린상태로 덤벨 앞에 섭니다. | 허벅지가 바닥에 수평이 될 때까지 엉덩이를 뒤로 뺀 상태에서, 양손으로 덤벨을 잡습니다. | 복압을 유지한채로 엉덩이에 힘을 주며 다리를 펴줍니다. | 상체를 포함한 온몸이 펴지면 동작을 완료하고, 덤벨이 올라온 역순서대로 바닥에 내려 시작 자세로 돌아갑니다.",,0
70,덤벨 레터럴 런지,하체,"https://burnfit.io/wp-content/uploads/2023/11/DB_LAT_LUNGE.png,https://burnfit.io/wp-content/uploads/2023/11/DB_LAT_LUNGE.gif","양발을 골반 너비만큼 벌리고 양손으로 덤벨을 들고 상체를 곧게 펴고 섭니다. | 한쪽 다리를 측면으로 크게 내딛은 후, 엉덩이를 뒤로 밀면서 앉습니다. | 내딛었던 한쪽 다리를 몸의 중앙으로 가져온 뒤, 반대쪽 다리를 동일한 방법으로 수행합니다.",,0
71,케틀벨 레터럴 런지,하체,"https://burnfit.io/wp-content/uploads/2023/11/KB_LAT_LUNGE.png,https://burnfit.io/wp-content/uploads/2023/11/KB_LAT_LUNGE.gif","양발을 골반 너비만큼 벌리고 양손으로 케틀벨을 들고 상체를 곧게 펴고 섭니다. | 한쪽 다리를 측면으로 크게 내딛은 후, 엉덩이를 뒤로 밀면서 앉습니다. | 내딛었던 한쪽 다리를 몸의 중앙으로 가져온 뒤, 반대쪽 다리를 동일한 방법으로 수행합니다.",,0
72,맨몸 레터럴 런지,하체,"https://burnfit.io/wp-content/uploads/2023/11/BW_LAT_LUNGE.png,https://burnfit.io/wp-content/uploads/2023/11/BW_LAT_LUNGE.gif","양발을 골반 너비만큼 벌리고 상체를 곧게 펴고 섭니다. | 한쪽 다리를 측면으로 크게 내딛은 후, 엉덩이를 뒤로 밀면서 앉습니다. | 내딛었던 한쪽 다리를 몸의 중앙으로 가져온 뒤, 반대쪽 다리를 동일한 방법으로 수행합니다.",,0
73,원레그 익스텐션,하체,"https://burnfit.io/wp-content/uploads/2023/11/SL_LEG_EXT.png,https://burnfit.io/wp-content/uploads/2023/11/SL_LEG_EXT.gif","의자는 무릎 바로 아래에 올 수 있게, 패드는 발목 살짝 위에 위치할 수 있도록 머신을 조정합니다. | 엉덩이가 떨어지지 않게 유지하면서, 한쪽 허벅지의 힘으로 고정부위를 지그시 밀어올립니다. | 근육의 긴장을 유지하면서 천천히 무릎을 굽혀줍니다.",,0
74,원레그 컬,하체,"https://burnfit.io/wp-content/uploads/2023/11/SL_LEG_CURL.png,https://burnfit.io/wp-content/uploads/2023/11/SL_LEG_CURL.gif","머신에 엎드린 상태에서, 종아리 쪽의 패드가 아킬레스건 바로 위쪽에 위치하도록 머신을 조정합니다. | 발목을 세운 상태에서, 한쪽 무릎을 굽혀 기구를 올려줍니다. | 허리, 엉덩이, 햄스트링에 긴장감을 유지하면서 기구를 천천히 내립니다.",,0
75,원레그 프레스,하체,"https://burnfit.io/wp-content/uploads/2023/11/SL_LEG_PRESS.png,https://burnfit.io/wp-content/uploads/2023/11/SL_LEG_PRESS.gif","엉덩이와 허리가 의자에 완전히 붙도록 밀착하여 앉은 상태에서 한 발을 중량판에 올려둡니다. | 안전핀을 제거하고, 중량의 자극을 느끼며 무릎을 굽혀줍니다. | 엉덩이와 허리가 뜨지않을 깊이까지 중량판을 내립니다. | 복부에 힘을 유지한채로, 중량판을 지그시 밀어 올립니다.",,0
76,수평 레그 프레스,하체,"https://burnfit.io/wp-content/uploads/2023/11/HZ_LEG_PRESS.png,https://burnfit.io/wp-content/uploads/2023/11/HZ_LEG_PRESS.gif","엉덩이와 허리가 의자에 완전히 붙도록 밀착하여 앉고, 두 발을 어깨 너비만큼 벌려줍니다. (좁게 벌리면 허벅지 바깥쪽, 넓게 벌리면 안쪽으로 더 큰 자극을 줄 수 있습니다.) | 엉덩이와 허리가 뜨지 않도록 유의하면서 굽혀있던 무릎을 펴줍니다. | 중량의 자극을 느끼며 무릎을 굽혀 시작 자세로 돌아갑니다.",,0
77,수평 원레그 프레스,하체,"https://burnfit.io/wp-content/uploads/2023/11/HZ_SL_LEG_PRESS.png,https://burnfit.io/wp-content/uploads/2023/11/HZ_SL_LEG_PRESS.gif","엉덩이와 허리가 의자에 완전히 붙도록 밀착하여 앉고, 한 발을 어깨 너비만큼 벌려줍니다. | 엉덩이와 허리가 뜨지 않도록 유의하면서 굽혀있던 무릎을 펴줍니다. | 중량의 자극을 느끼며 무릎을 굽혀 시작 자세로 돌아갑니다.",,0
78,시티드 원레그 컬,하체,"https://burnfit.io/wp-content/uploads/2023/11/SEAT_SL_LEG_CURL.png,https://burnfit.io/wp-content/uploads/2023/11/SEAT_SL_LEG_CURL.gif","머신에 앉은 상태에서, 종아리 쪽의 패드가 아킬레스건 바로 위쪽에 위치하도록 머신을 조정합니다. | 발목을 세운 상태에서, 한쪽 무릎을 최대한 굽혀 뒷 허벅지(대퇴 이두)를 수축시킵니다. | 대퇴 이두의 긴장감을 유지하면서 천천히 무릎을 펴줍니다.",,0
79,노르딕 햄스트링 컬,하체,"https://burnfit.io/wp-content/uploads/2023/11/NOR_HAM_CURL.png,https://burnfit.io/wp-content/uploads/2023/11/NOR_HAM_CURL.gif",양발을 고정한 상태로 무릎 바닥에 대고 곧게 섭니다. | 몸이 일직선이 되도록 유지하면서 천천히 아래로 내려갑니다. | 햄스트링의 자극을 느끼면서 시작 자세로 돌아옵니다.,,0
80,바벨 스모 스쿼트,하체,"https://burnfit.io/wp-content/uploads/2023/11/BB_SM_SQT.png,https://burnfit.io/wp-content/uploads/2023/11/BB_SM_SQT.gif","발끝이 바깥을 향한 상태로 다리를 넓게 벌리고, 바벨을 등 뒤 어깨 위에 올려줍니다. | 상체가 앞으로 숙여지지 않도록 코어에 힘을 준 상태로 엉덩이를 뒤로 빼며 앉습니다. | 상체의 자세를 유지하면서, 발바닥으로 지면을 밀고 일어납니다.",,0
81,케틀벨 스모 스쿼트,하체,"https://burnfit.io/wp-content/uploads/2023/11/KB_SM_SQT.png,https://burnfit.io/wp-content/uploads/2023/11/KB_SM_SQT.gif","양손으로 케틀벨을 잡고, 발끝이 바깥을 향한 상태로 다리를 넓게 벌리고 섭니다. | 팔꿈치를 펴고 등을 긴장시킨 상태로, 엉덩이를 뒤로 빼며 앉습니다. | 복압을 유지한채로 엉덩이에 힘을 주며 다리를 펴줍니다.",,0
82,스모 에어 스쿼트,하체,"https://burnfit.io/wp-content/uploads/2023/11/KB_SM_AIR_SQT.png,https://burnfit.io/wp-content/uploads/2023/11/KB_SM_AIR_SQT.gif",발끝이 바깥을 향한 상태로 다리를 넓게 벌리고 섭니다. | 복압을 유지한채로 엉덩이를 뒤로 빼며 앉습니다. | 발바닥으로 지면을 밀고 일어나면서 시작 자세로 돌아옵니다.,,0
83,피스톨 스쿼트,하체,"https://burnfit.io/wp-content/uploads/2023/11/PISTOL_SQT.png,https://burnfit.io/wp-content/uploads/2023/11/PISTOL_SQT.gif","양발을 어깨너비로 벌린 상태에서 한발을 살짝 들어줍니다. | 바닥을 지지하고 있는 다리의 무릎을 서서히 굽혀 엉덩이가 바닥에 닿는다는 느낌으로 앉습니다. (이때, 반대쪽 다리는 반원을 그리듯 앞으로 펴주면서 균형을 잡아줍니다.) | 상체의 균형을 유지한 상태로 무릎을 펴면서 일어납니다.",,0
84,덩키 킥,하체,"https://burnfit.io/wp-content/uploads/2023/11/DONK_KICK.png,https://burnfit.io/wp-content/uploads/2023/11/DONK_KICK.gif","바닥에 손바닥과 무릎을 대고 엎드립니다. | 신체가 흔들리지 않도록 몸을 고정시킨 상태에서, 한쪽 다리의 무릎을 90도로 유지하면서 위로 힘차게 킥합니다. | 둔근의 자극을 느끼면서 천천히 시작 자세로 돌아옵니다.",,0
85,케이블 덩키 킥,하체,"https://burnfit.io/wp-content/uploads/2023/11/CABLE_DONK_KICK.png,https://burnfit.io/wp-content/uploads/2023/11/CABLE_DONK_KICK.gif","스트랩을 통해 발목에 케이블을 연결합니다. | 신체가 흔들리지 않도록 몸을 고정시킨 상태에서, 한쪽 다리를 뒤쪽으로 힘차게 킥합니다. | 둔근의 자극을 느끼면서 천천히 시작 자세로 돌아옵니다.",,0
86,데피싯 데드리프트,하체,"https://burnfit.io/wp-content/uploads/2023/11/DEFICIT_DL.png,https://burnfit.io/wp-content/uploads/2023/11/DEFICIT_DL.gif","플레이트 혹은 스텝 박스 위에 올라간 상태에서, 바벨의 그립을 어깨보다 조금 넓게하여 무릎과 팔이 겹치지 않도록 합니다. | 등이 굽지 않도록 상체를 곧게 유지하면서, 발바닥으로 지면을 밀어올린다는 느낌으로 바벨을 들어 올립니다. (이때, 일반 데드리프트보다 상체를 더 숙이게되어 후면사슬에 더 많은 자극을 줄 수 있습니다.) | 몸을 완전히 쭉 피고 엉덩이 근육을 수축합니다. | 바벨을 들어올린 역순서대로 바닥으로 내려 시작 자세로 돌아갑니다.",,0
87,런지 트위스트,하체,"https://burnfit.io/wp-content/uploads/2023/11/LUNGE_TWIST.png,https://burnfit.io/wp-content/uploads/2023/11/LUNGE_TWIST.gif",양발을 골반 너비만큼 벌리고 상체를 곧게 펴고 섭니다. | 한쪽 다리를 뻗어 앞으로 나가면서 두 무릎이 90도 각도를 이룰 때까지 엉덩이를 낮춰줍니다. | 엉덩이를 낮춤과 동시에 상체를 무릎이 나온 방향으로 트위스트 해줍니다. | 앞발의 뒤꿈치에 무게 중심을 실어서 몸을 위쪽으로 밀어주며 원래 시작 자세로 돌아옵니다.,,0
88,케틀벨 런지 트위스트,하체,"https://burnfit.io/wp-content/uploads/2023/11/KB_LUNGE_TWIST.png,https://burnfit.io/wp-content/uploads/2023/11/KB_LUNGE_TWIST.gif",양발을 골반 너비만큼 벌리고 양손으로 케틀벨을 잡은 상태에서 상체를 곧게 펴고 섭니다. | 한쪽 다리를 뻗어 앞으로 나가면서 두 무릎이 90도 각도를 이룰 때까지 엉덩이를 낮춰줍니다. | 엉덩이를 낮춤과 동시에 상체를 무릎이 나온 방향으로 트위스트 해줍니다. | 앞발의 뒤꿈치에 무게 중심을 실어서 몸을 위쪽으로 밀어주며 원래 시작 자세로 돌아옵니다.,,0
89,케이블 풀 스루,하체,"https://burnfit.io/wp-content/uploads/2023/11/CABLE_PULL_THRU.png,https://burnfit.io/wp-content/uploads/2023/11/CABLE_PULL_THRU.gif",케이블 머신의 높이를 가장 낮게(로우 폴리) 맞추고 다리사이로 양손으로 케이블을 잡은 상태에서 머신을 등지고 섭니다. | 고관절을 접으면서 골반을 뒤로 천천히 밀어줍니다. | 골반을 앞으로 밀어 엉덩이 근육을 수축하면서 시작 자세로 돌아옵니다.,,0
90,몬스터 글루트 머신,하체,"https://burnfit.io/wp-content/uploads/2023/11/MON_GLUTE_MC.png,https://burnfit.io/wp-content/uploads/2023/11/MON_GLUTE_MC.gif",머신에 앉은 상태에서 발판에 발을 올려놓습니다. | 다리를 최대한 벌리면서 엉덩이 근육을 수축시킵니다. | 천천히 다리를 모으면서 시작 자세로 돌아옵니다.,,0
91,오버헤드 프레스,어깨,"https://burnfit.io/wp-content/uploads/2023/11/BB_PRESS.png,https://burnfit.io/wp-content/uploads/2023/11/BB_PRESS.gif",바벨을 어깨너비로 잡고 쇄골 위에 올려둡니다. | 등에 힘을 주고 가슴을 피면서 바벨을 위로 밀어올립니다. | 바벨이 올라간 동선을 따라 천천히 내려 시작 자세로 돌아옵니다.,,0
92,스미스머신 오버헤드 프레스,어깨,"https://burnfit.io/wp-content/uploads/2023/11/SM_PRESS.png,https://burnfit.io/wp-content/uploads/2023/11/SM_PRESS.gif",바벨을 어깨너비로 잡고 쇄골 위에 올려둡니다. | 등에 힘을 주고 가슴을 피면서 바벨을 위로 밀어올립니다. | 어깨에 자극을 느끼며 바벨을 천천히 내려 시작 자세로 돌아옵니다.,,0
93,스미스머신 슈러그,어깨,"https://burnfit.io/wp-content/uploads/2023/11/SM_SHRUG.png,https://burnfit.io/wp-content/uploads/2023/11/SM_SHRUG.gif","발을 어깨 너비 만큼 벌린 상태에서, 바벨을 어깨 너비 정도로 잡아 허벅지 앞에 위치시킵니다. | 어깨를 귀에 붙인다는 느낌으로 최대한 어깨를 끌어올립니다. | 승모근에 저항감을 느끼면서 어깨를 천천히 내리고 시작 자세로 돌아갑니다.",,0
94,덤벨 숄더 프레스,어깨,"https://burnfit.io/wp-content/uploads/2023/11/DB_SHD_PRESS.png,https://burnfit.io/wp-content/uploads/2023/11/DB_SHD_PRESS.gif","양손에 덤벨을 잡고 팔을 옆으로 벌려서, 덤벨을 머리와 나란히 위치시킵니다. | 어깨를 아래방향으로 지그시 누르면서 덤벨을 수직 방향으로 밀어올립니다. | 어깨의 자극을 느끼면서, 덤벨을 내려 시작 자세로 돌아옵니다. (이때 팔꿈치가 너무 아래로 내려가지 않도록 유의합니다.)",,0
95,덤벨 레터럴 레이즈,어깨,"https://burnfit.io/wp-content/uploads/2023/11/DB_LAT_RAISE.png,https://burnfit.io/wp-content/uploads/2023/11/DB_LAT_RAISE.gif","양발을 어깨너비로 적당히 벌리고, 가슴을 편상태로 덤벨을 잡습니다. | 측면 어깨(삼각근)에 자극을 느끼면서 팔꿈치를 올린다는 생각으로 덤벨을 들어 올립니다. | 측면 삼각근의 자극을 느끼면서 천천히 팔을 내립니다.",,0
96,벤트오버 덤벨 레터럴 레이즈,어깨,"https://burnfit.io/wp-content/uploads/2023/11/DB_BO_LAT_RAISE.png,https://burnfit.io/wp-content/uploads/2023/11/DB_BO_LAT_RAISE.gif","양발을 어깨너비로 적당히 벌리고, 허리를 곧게 편 상태로 상체를 숙여줍니다. | 팔꿈치를 살짝 굽힌 상태에서, 덤벨을 든 양 손을 어깨와 1자가 되게끔 들어올립니다. | 어깨 뒤편의 자극을 느끼면서 덤벨을 천천히 내려줍니다.",,0
97,아놀드 덤벨 프레스,어깨,"https://burnfit.io/wp-content/uploads/2023/11/ARNOLD_DB_PRESS.png,https://burnfit.io/wp-content/uploads/2023/11/ARNOLD_DB_PRESS.gif","덤벨을 양손에 들고, 손바닥이 자신을 바라보게 들어 가슴 앞에 위치시킵니다. | 손바닥이 앞을 향하게 돌리면서, 덤벨을 위로 밀어올립니다. | 어깨에 자극을 느끼면서 시작 자세로 돌아옵니다.",,0
98,숄더 프레스 머신,어깨,"https://burnfit.io/wp-content/uploads/2023/11/SHD_PRESS_MAC.png,https://burnfit.io/wp-content/uploads/2023/11/SHD_PRESS_MAC.gif",머신에 앉아 팔꿈치 각도가 90도가 되도록 팔의 넓이를 조절하여 손잡이를 잡습니다. | 어깨에 자극을 느끼면서 수직방향으로 팔을 밀어 올립니다. | 어깨의 자극을 느끼며 손을 귀 옆까지 천천히 내립니다.,,0
99,비하인드 넥 프레스,어깨,"https://burnfit.io/wp-content/uploads/2023/11/BB_BHD_NECK_PRESS.png,https://burnfit.io/wp-content/uploads/2023/11/BB_BHD_NECK_PRESS.gif","바벨을 어깨너비 두배 정도로 넓게 잡고 위로 들어올립니다. | 팔꿈치와 손목을 1자로 유지하면서, 바벨을 천천히 머리 뒤로 내립니다. | 어깨에 자극을 유지하면서 천천히 바벨을 밀어 올립니다. (바벨은 동작 중 뒤통수를 스치며 수직방향으로 움직일 수 있도록 합니다.)",,0
100,덤벨 프론트 레이즈,어깨,"https://burnfit.io/wp-content/uploads/2023/11/DB_F_RAISE.png,https://burnfit.io/wp-content/uploads/2023/11/DB_F_RAISE.gif",양발을 어깨너비로 적당히 벌리고 양손에 덤벨을 쥐고 섭니다. | 상체의 균형을 유지하면서 한쪽 팔을 앞으로 들어올립니다. | 들어올린 팔을 내리고 난 뒤 2번의 상태로 돌아옵니다. | 이후 반대편 팔로 운동을 수행합니다.,,0
