PT_IDX,PT_NAME,PT_CATEGORY,PT_IMAGE,PT_CONTENT,PT_WRITER,PT_HIDDEN
211,인클라인 덤벨 로우,등,"https://burnfit.io/wp-content/uploads/2023/11/INC_DB_ROW.png,https://burnfit.io/wp-content/uploads/2023/11/INC_DB_ROW.gif",양손에 덤벨을 잡고 경사진 벤치에 몸을 기대어 복부와 가슴을 벤치에 밀착하여 엎드립니다. | 팔꿈치를 옆구리에 붙인다는 느낌으로 덤벨을 복부 아래쪽으로 힘차게 당겨 올립니다. | 천천히 팔을 피면서 시작 자세로 돌아갑니다.,,0
212,인버티드 로우,등,"https://burnfit.io/wp-content/uploads/2023/11/INVT_ROW.png,https://burnfit.io/wp-content/uploads/2023/11/INVT_ROW.gif","고정된 바를 어깨너비보다 살짝 넓게 잡고 상체를 곧게 편 상태로 메달립니다. | 엉덩이가 쳐지지 않게 등을 평평하게 유지한 상태로, 바에 가슴이 닿을정도로 힘껏 당깁니다. | 올라온 동선의 역방향으로 천천히 몸을 내려 1번의 자세로 돌아갑니다.",,0
213,바벨 풀오버,등,"https://burnfit.io/wp-content/uploads/2023/11/BB_PULLOVER.png,https://burnfit.io/wp-content/uploads/2023/11/BB_PULLOVER.gif","바벨을 어깨너비로 잡고 벤치에 가슴을 펴고 누운 상태에서, 바벨을 수직으로 들어올립니다. | 팔꿈치가 하늘을 향하도록 살짝 구부린 상태에서, 바벨을 머리 뒤로 큰 호를 그리며 내려줍니다. | 팔꿈치를 고정한 상태에서, 내려갔던 동선을 따라 바벨을 밀어올립니다.",,0
214,시티드 로우 머신,등,"https://burnfit.io/wp-content/uploads/2023/11/MC_LOW.png,https://burnfit.io/wp-content/uploads/2023/11/MC_LOW.gif","기구에 앉아 상체를 고정한 상태에서, 손잡이를 양손으로 잡습니다. | 등이 굽지 않고 곧게 편 상태를 유지하며 팔꿈치를 몸에 붙여 당깁니다. (이때, 팔 힘이아닌 등의 힘을 사용하여 등에 자극이 느껴지도록 합니다.) | 등의 긴장감을 유지하며 천천히 팔을 펴줍니다.",,0
215,랫풀다운,등,"https://burnfit.io/wp-content/uploads/2023/11/LAT_PULL_DOWN.png,https://burnfit.io/wp-content/uploads/2023/11/LAT_PULL_DOWN.gif","허벅지 지지대의 높낮이를 알맞게 조절하고, 바를 어깨너비보다 넓게 잡고 의자에 앉습니다. | 허벅지를 지지대에 고정하고 가슴을 편상태로, 바가 쇄골에 닿을정도로 바를 당겨줍니다. (이때, 팔이 아닌 등(광배근)의 힘으로 바를 당겨줍니다.) | 광배근이 이완하는 것을 느끼면서 천천히 팔을 폅니다.",,0
216,하이퍼 익스텐션,등,,,,0
217,중량 하이퍼 익스텐션,등,"https://burnfit.io/wp-content/uploads/2023/11/WEI_HPET.png,https://burnfit.io/wp-content/uploads/2023/11/WEI_HPET.gif","얼굴이 바닥을 향한 상태로, 발뒤꿈치와 허벅지를 머신에 고정시킵니다. | 양손으로 중량판을 고정한 상태로, 등 하부 근육이 이완되는걸 느끼면서 상체를 숙여줍니다. | 등 하부의 자극을 느끼면서, 상체를 들어올립니다.",,0
218,백 익스텐션,등,"https://burnfit.io/wp-content/uploads/2023/11/BACK_ET.png,https://burnfit.io/wp-content/uploads/2023/11/BACK_ET.gif","양손과 양발을 적당히 벌린 상태로 바닥에 엎드립니다. | 턱을 당겨 척추 라인을 곧게 편 상태로, 등 하부에 수축을 느끼면서 팔꿈치와 무릎을 들어올립니다. | 등 하부에 긴장감을 느끼면서 천천히 팔, 다리를 내려 시작 자세로 돌아옵니다.",,0
219,티바 로우 머신,등,"https://burnfit.io/wp-content/uploads/2023/11/T_BAR_ROW_MAC.png,https://burnfit.io/wp-content/uploads/2023/11/T_BAR_ROW_MAC.gif","골반너비로 다리를 벌린 상태로 로우 머신을 몸의 중앙에 위치시킵니다. | 허리가 구부러지지 않게 중립 상태를 유지한 채로, 머신을 양손으로 잡습니다. | 팔꿈치를 몸쪽으로 붙인다는 생각으로 팔을 굽혀 머신을 복부까지 끌어당겨 줍니다. | 등의 자극을 느끼며 머신을 내려 2번의 자세로 돌아갑니다.",,0
220,맥그립 랫풀다운,등,"https://burnfit.io/wp-content/uploads/2023/11/MAG_LAT_PULL_DOWN.png,https://burnfit.io/wp-content/uploads/2023/11/MAG_LAT_PULL_DOWN.gif","허벅지 지지대의 높낮이를 알맞게 조절하고, 맥그립을 양손으로 잡고 의자에 앉습니다. | 허벅지를 지지대에 고정하고 가슴을 편상태로, 맥그립이 쇄골에 닿을정도로 당겨줍니다. 이때, 팔이 아닌 등(광배근)의 힘으로 바를 당겨줍니다. | 광배근이 이완하는 것을 느끼면서 천천히 팔을 폅니다.",,0
221,패러럴그립 랫풀다운,등,"https://burnfit.io/wp-content/uploads/2023/11/PAR_LAT_PULL_DOWN.png,https://burnfit.io/wp-content/uploads/2023/11/PAR_LAT_PULL_DOWN.gif","허벅지 지지대의 높낮이를 알맞게 조절하고, 패러럴그립을 양손으로 좁게 잡고 의자에 앉습니다. | 허벅지를 지지대에 고정하고 가슴을 편상태로, 패러럴그립이 쇄골에 닿을정도로 당겨줍니다. 이때, 팔이 아닌 등(광배근)의 힘으로 바를 당겨줍니다. | 광배근이 이완하는 것을 느끼면서 천천히 팔을 폅니다.",,0
222,언더그립 랫풀다운,등,"https://burnfit.io/wp-content/uploads/2023/11/REV_LAT_PULL_DOWN.png,https://burnfit.io/wp-content/uploads/2023/11/REV_LAT_PULL_DOWN.gif","허벅지 지지대의 높낮이를 알맞게 조절하고, 바를 어깨너비만큼 벌려 언더그립(손바닥이 위를 향하도록 잡는 방법)으로 잡고 의자에 앉습니다. | 허벅지를 지지대에 고정하고 가슴을 편상태로, 바가 쇄골에 닿을정도로 당겨줍니다. 이때, 팔이 아닌 등(광배근)의 힘으로 바를 당겨줍니다. | 광배근이 이완하는 것을 느끼면서 천천히 팔을 폅니다.",,0
223,정지 바벨 로우,등,"https://burnfit.io/wp-content/uploads/2023/11/PAUSE_BB_ROW.png,https://burnfit.io/wp-content/uploads/2023/11/PAUSE_BB_ROW.gif","골반너비로 다리를 벌리고, 상체를 숙여 손등이 위로 향하게끔 바벨을 잡습니다. | 허리가 구부러지지 않게 중립 상태를 유지한 채로, 무릎 높이로 바벨을 들어올립니다. | 팔꿈치를 몸쪽으로 붙인다는 생각으로 팔을 굽혀 바벨을 복부까지 끌어당겨 줍니다. | 바벨을 최대 높이로 당긴 자세를 2~3초간 유지합니다. | 등의 자극을 느끼며 바벨을 내려 2번 자세로 돌아갑니다.",,0
224,어시스트 풀업 머신,등,"https://burnfit.io/wp-content/uploads/2023/11/ASS_PULLUP_MC.png,https://burnfit.io/wp-content/uploads/2023/11/ASS_PULLUP_MC.gif","보조 받고 싶은 중량을 설정합니다. 중량이 클수록 더 많이 보조를 받게됩니다. | 팔을 어깨 너비보다 넓게 벌리고 바를 잡은 상태에서, 받침대에 양발을 올려 체중을 실어줍니다. | 가슴을 편 상태로 바를 구부려 준다는 느낌으로 팔을 당겨 올라갑니다. | 상체가 흔들리지 않도록 자세를 유지하면서 내려옵니다.",,0
225,플로어 시티드 케이블 로우,등,"https://burnfit.io/wp-content/uploads/2023/11/FLOOR_SEATED_ROW.png,https://burnfit.io/wp-content/uploads/2023/11/FLOOR_SEATED_ROW.gif","상체를 곧게 펴고 바닥에 앉아 손잡이를 양손으로 잡습니다. | 허리를 펴고 가슴을 내민 상태에서, 등 중앙부를 접는다는 느낌으로 팔꿈치를 몸에 붙여 당깁니다. | 등의 긴장감을 유지하며 천천히 팔을 펴줍니다.",,0
226,레터럴 와이드 풀다운,등,,,,0
227,언더그립 바벨 로우,등,"https://burnfit.io/wp-content/uploads/2023/11/REV_BB_ROW.png,https://burnfit.io/wp-content/uploads/2023/11/REV_BB_ROW.gif","골반너비로 다리를 벌리고, 상체를 숙여 손바닥이 위로 향하게끔 바벨을 잡습니다. | 허리가 구부러지지 않게 중립 상태를 유지한 채로, 무릎 높이로 바벨을 들어올립니다. | 팔꿈치를 몸쪽으로 붙인다는 생각으로 팔을 굽혀 바벨을 복부까지 끌어당겨 줍니다. | 등의 자극을 느끼며 바벨을 내려 2번 자세로 돌아갑니다.",,0
228,라잉 바벨 로우,등,"https://burnfit.io/wp-content/uploads/2023/11/LYING_BB_ROW.png,https://burnfit.io/wp-content/uploads/2023/11/LYING_BB_ROW.gif","벤치에 엎드린 상태로, 어깨너비보다 조금 넓게 바벨을 잡습니다. | 복부와 가슴을 벤치에 밀착시킨 상태로, 바벨을 배꼽방향으로 힘차게 당겨 올립니다. | 천천히 팔을 피면서 시작 자세로 돌아갑니다.",,0
229,비하인드 넥 풀다운,등,"https://burnfit.io/wp-content/uploads/2023/11/BHD_NECK_PULL_DOWN.png,https://burnfit.io/wp-content/uploads/2023/11/BHD_NECK_PULL_DOWN.gif","허벅지 지지대의 높낮이를 알맞게 조절하고, 바를 어깨너비보다 넓게 잡고 의자에 앉습니다. | 허벅지를 지지대에 고정하고 가슴을 편상태로, 바를 머리뒤로 당겨 목에 닿을정도로 바를 당겨줍니다. (이때, 팔이 아닌 등(광배근)의 힘으로 바를 당겨줍니다.) | 광배근이 이완하는 것을 느끼면서 천천히 팔을 폅니다.",,0
230,원암 케이블 풀다운,등,"https://burnfit.io/wp-content/uploads/2023/11/CABLE_OA_PULL_DOWN.png,https://burnfit.io/wp-content/uploads/2023/11/CABLE_OA_PULL_DOWN.gif","양 발을 어깨너비만큼 벌린 상태로 케이블을 바라보고 섭니다. | 한 손으로 케이블을 잡고 광배근의 자극을 느끼며 팔을 아래로 당깁니다. 이때, 팔이 굽혀지지 않게 힘을 준 상태로 삼두를 광배에 붙여준다고 생각하면서 등을 수축합니다. | 가슴을 활짝 편 상태로 광배에 자극을 느끼면서 천천히 시작 자세로 돌아갑니다.",,0
231,원암 레터럴 와이드 풀다운,등,"https://burnfit.io/wp-content/uploads/2023/11/OA_LAT_WIDE_PULL_DOWN.png,https://burnfit.io/wp-content/uploads/2023/11/OA_LAT_WIDE_PULL_DOWN.gif","허벅지 지지대의 높낮이를 알맞게 조절하고, 손잡이를 어깨너비보다 넓게 잡고 의자에 앉습니다. | 허벅지를 지지대에 고정하고 가슴을 편상태로, 손잡이를 잡은 한손의 팔꿈치를 옆구리 방향으로 힘차게 내립니다. (이때, 견갑골을 모으면서 팔꿈치는 바닥과 수직방향으로 움직입니다.) | 광배근이 이완하는 것을 느끼면서 천천히 팔을 폅니다.",,0
232,로우 로우 머신,등,"https://burnfit.io/wp-content/uploads/2023/11/LOW_ROW_MC.png,https://burnfit.io/wp-content/uploads/2023/11/LOW_ROW_MC.gif","기구에 앉아 상체를 고정한 상태에서, 손잡이를 양손으로 잡습니다. | 등 근육의 자극을 느끼면서 팔꿈치를 몸에 붙여 당깁니다. (이때, 팔 힘이 아닌 등의 힘을 사용하여 등에 자극이 느껴지도록 합니다.) | 등의 긴장감을 유지하며 천천히 팔을 펴줍니다.",,0
233,원암 로우 로우 머신,등,"https://burnfit.io/wp-content/uploads/2023/11/OA_LOW_ROW_MC.png,https://burnfit.io/wp-content/uploads/2023/11/OA_LOW_ROW_MC.gif","기구에 앉아 상체를 고정한 상태에서, 손잡이를 한손으로 잡습니다. | 등 근육의 자극을 느끼면서 팔꿈치를 몸에 붙여 당깁니다. (이때, 팔 힘이 아닌 등의 힘을 사용하여 등에 자극이 느껴지도록 합니다.) | 등의 긴장감을 유지하며 천천히 팔을 펴줍니다.",,0
234,하이 로우 머신,등,"https://burnfit.io/wp-content/uploads/2023/11/HIGH_ROW_MC.png,https://burnfit.io/wp-content/uploads/2023/11/HIGH_ROW_MC.gif","기구에 앉아 상체를 고정한 상태에서, 손잡이를 양손으로 잡습니다. | 등 근육의 자극을 느끼면서 팔꿈치를 몸에 붙여 당깁니다. (이때, 팔 힘이 아닌 등의 힘을 사용하여 등에 자극이 느껴지도록 합니다.) | 등의 긴장감을 유지하며 천천히 팔을 펴줍니다.",,0
235,언더그립 하이 로우 머신,등,"https://burnfit.io/wp-content/uploads/2023/11/UNDER_HIGH_ROW_MC.png,https://burnfit.io/wp-content/uploads/2023/11/UNDER_HIGH_ROW_MC.gif","기구에 앉아 상체를 고정한 상태에서, 손잡이를 언더그립(손바닥이 하늘을 향한 상태)으로 잡습니다. | 등 근육의 자극을 느끼면서 팔꿈치를 몸에 붙여 당깁니다. (이때, 팔 힘이 아닌 등의 힘을 사용하여 등에 자극이 느껴지도록 합니다.) | 등의 긴장감을 유지하며 천천히 팔을 펴줍니다.",,0
236,원암 하이 로우 머신,등,"https://burnfit.io/wp-content/uploads/2023/11/OA_HIGH_ROW_MC.png,https://burnfit.io/wp-content/uploads/2023/11/OA_HIGH_ROW_MC.gif","기구에 앉아 상체를 고정한 상태에서, 손잡이를 한손으로 잡습니다. | 등 근육의 자극을 느끼면서 팔꿈치를 몸에 붙여 당깁니다. (이때, 팔 힘이 아닌 등의 힘을 사용하여 등에 자극이 느껴지도록 합니다.) | 등의 긴장감을 유지하며 천천히 팔을 펴줍니다.",,0
237,원암 시티드 케이블 로우,등,"https://burnfit.io/wp-content/uploads/2023/11/OA_CABLE_SEATED_ROW.png,https://burnfit.io/wp-content/uploads/2023/11/OA_CABLE_SEATED_ROW.gif","케이블을 마주보고 앉아 발판에 발을 올린후 무릎을 살짝 굽혀줍니다. | 허리를 펴고 가슴을 내민 상태에서 케이블을 한손으로 잡아 당깁니다. | 이때 상체의 균형은 유지하면서 광배근이 최대로 수축될 수 있도록, 팔꿈치를 등뒤로 힘껏 잡아 당겨줍니다. | 중량을 등으로 버티면서 천천히 팔을 펴서 시작 자세로 돌아갑니다.",,0
238,싯업,복근,"https://burnfit.io/wp-content/uploads/2023/11/SIT_UP.png,https://burnfit.io/wp-content/uploads/2023/11/SIT_UP.gif","무릎을 구부리고 바닥에 누워서, 발이 바닥과 떨어지지 않게 합니다. | 배의 근육을 이용해 상체를 들어올립니다. | 복근에 힘을 유지하면서 시작 자세로 돌아갑니다.",,0
239,브이 업,복근,,,,0
240,크런치,복근,"https://burnfit.io/wp-content/uploads/2023/11/CRUNCH.png,https://burnfit.io/wp-content/uploads/2023/11/CRUNCH.gif","무릎을 굽히고 바닥에 누워, 양손은 가슴 앞이나 머리 뒤로 올려 고정합니다. | 등 전체가 아닌 상체 윗부분만 서서히 들어올려, 복근의 윗 부분의 수축감을 느낀다. (이때 가슴을 펴서 척추의 자극을 최소화합니다.) | 윗 복근의 긴장감을 느끼면서 천천히 내려옵니다.",,0
241,힐 터치,복근,"https://burnfit.io/wp-content/uploads/2023/11/HEEL_TOUCH.png,https://burnfit.io/wp-content/uploads/2023/11/HEEL_TOUCH.gif","무릎을 굽히고 양손은 엉덩이 옆에 둔채로 바닥에 눕습니다. | 복부의 힘으로 상체를 들어올려 복근에 긴장감을 유지한 상태에서, 한쪽 손으로 같은쪽 복숭아뼈를 터치합니다. | 반대쪽 손도 마찬가지로 복숭아뼈를 터치하고 시작 자세로 돌아옵니다.",,0
242,레그 레이즈,복근,"https://burnfit.io/wp-content/uploads/2023/11/LEG_RAISE.png,https://burnfit.io/wp-content/uploads/2023/11/LEG_RAISE.gif","바닥에 똑바로 누운 상태에서, 팔을 골반옆에 위치시켜 바닥을 지지할 수 있도록 합니다. | 등을 바닥에 밀착시킨 상태로, 무릎을 최대한 피면서 다리를 들어올립니다. | 허리가 뜨지 않도록 복근에 힘을 주면서 천천히 다리를 내려줍니다.",,0
243,행잉 레그 레이즈,복근,"https://burnfit.io/wp-content/uploads/2023/11/HANG_LEG_RAIGE.png,https://burnfit.io/wp-content/uploads/2023/11/HANG_LEG_RAIGE.gif","철봉에 매달린 상태에서 상,하체를 곧게 폅니다. | 복부와 등에 힘을 주어 자세를 유지하면서, 무릎을 골반 높이까지 끌어 올립니다. | 복근의 긴장감을 유지하면서, 다리를 내려 시작 자세로 돌아옵니다.",,0
244,러시안 트위스트,복근,,,,0
245,할로우 락,복근,"https://burnfit.io/wp-content/uploads/2023/11/HOLLOW_ROCK.png,https://burnfit.io/wp-content/uploads/2023/11/HOLLOW_ROCK.gif","등과 허리를 바닥에 붙인 상태로 하늘을 보고 눕습니다. | 허리가 바닥에 떨어지지 않게 유의하면서, 양손은 머리 위로 올리고 다리는 살짝 들어줍니다. | 복근의 긴장을 유지하면서 앞뒤로 오뚝이처럼 움직입니다.",,0
246,할로우 포지션,복근,"https://burnfit.io/wp-content/uploads/2023/11/HOLLOW_POS.png,https://burnfit.io/wp-content/uploads/2023/11/HOLLOW_POS.gif","등과 허리를 바닥에 붙인 상태로 하늘을 보고 눕습니다. | 허리가 바닥에 떨어지지 않게 유의하면서, 양손은 머리 위로 올리고 다리는 살짝 들어줍니다. | 복근에 긴장감을 느끼며 자세를 유지합니다.",,0
247,플랭크,복근,"https://burnfit.io/wp-content/uploads/2023/11/PLANK.png,https://burnfit.io/wp-content/uploads/2023/11/PLANK.gif","손목과 팔꿈치를 바닥에 댄 상태로 바닥에 엎드립니다. | 팔꿈치와 어깨를 동일선상에 놓은 상태에서, 복부와 엉덩이에 힘을 주며 몸을 밀어 올립니다. | 등을 평평하게 만든다는 생각으로 팔꿈치로 바닥을 밀며 자세를 유지합니다.",,0
248,덤벨 사이드 벤드,복근,"https://burnfit.io/wp-content/uploads/2023/11/DB_SIDE_BEND.png,https://burnfit.io/wp-content/uploads/2023/11/DB_SIDE_BEND.gif","양발을 어깨너비만큼 벌린 상태에서, 한쪽 손에 덤벨을 들고 덤벨을 몸과 일직선이 되도록 곧게 섭니다. | 숨을 들이마시면서, 덤벨을 들고있는 손 방향으로 허리를 천천히 구부려 줍니다. | 복근의 긴장감을 유지하면서 허리를 펴줍니다.",,0
249,복근 롤아웃,복근,"https://burnfit.io/wp-content/uploads/2023/11/ABS_ROLL_OUT.png,https://burnfit.io/wp-content/uploads/2023/11/ABS_ROLL_OUT.gif","바닥에 무릎을 대고, 바벨(혹은 이지바)을 어깨너비로 잡아 어깨 아래에 위치시킵니다. | 천천히 바벨을 밀어 내려갈 수 있는 만큼 몸을 낮춥니다. (이때 엉덩이가 뒤로 빠지지 않게하여, 상체와 무릎이 일직선이 되도록합니다.) | 복부에 긴장감을 유지한채로 시작 자세로 되돌아옵니다.",,0
250,복근 에어 바이크,복근,"https://burnfit.io/wp-content/uploads/2023/11/ABS_AIR_BIKE.png,https://burnfit.io/wp-content/uploads/2023/11/ABS_AIR_BIKE.gif","바닥에 등을 대고 누워 양손으로 가볍게 머리를 감싸줍니다. | 오른쪽 상체를 비틀어 들어올림과 동시에 왼쪽 무릎을 당겨 올려줍니다. | 들어올린 오른쪽 상체와 왼쪽 무릎을 내리고, 왼쪽 상체를 비틀어 올리면서 오른쪽 무릎을 당겨 올립니다.",,0
251,토즈투 바,복근,,,,0
252,행잉 니 레이즈,복근,"https://burnfit.io/wp-content/uploads/2023/11/HANG_KNEE_RAISE.png,https://burnfit.io/wp-content/uploads/2023/11/HANG_KNEE_RAISE.gif","팔을 어깨 너비만큼 벌리고, 손바닥이 앞을 바라본 상태로 바를 잡고 매달립니다. | 아랫 배에 힘을 주어 양다리를 위로 말아 올려줍니다. | 복근에 자극을 느끼며 천천히 양다리를 내려줍니다.",,0
253,복근 크런치 머신,복근,"https://burnfit.io/wp-content/uploads/2023/11/ABS_CRUNCH_MC.png,https://burnfit.io/wp-content/uploads/2023/11/ABS_CRUNCH_MC.gif",운동중 하체가 움직이지 않도록 발판에 양발을 올리고 기구에 앉습니다. | 손잡이를 양손으로 잡은 상태에서 복근에 자극을 느끼며 상체를 앞으로 숙여줍니다. | 굽었던 상체를 천천히 피면서 처음의 자세로 돌아갑니다.,,0
254,행 클린,복근,"https://burnfit.io/wp-content/uploads/2023/11/HANG_CLEAN.png,https://burnfit.io/wp-content/uploads/2023/11/HANG_CLEAN.gif","이 운동은 복잡한 동작으로, 적절한 지도가 가능한 트레이너와 상담하는 것을 추천합니다. | 시작 자세: 양발을 골반보다 약간 넓게 벌리고, 어깨보다 조금 넓게 바벨을 잡고 무릎 위에 위치 시킵니다. | 몸통 펴고 잡아 채기: 지면의 수직 방향으로 발목, 무릎, 고관절을 강하고 빠르게 신전하여, 바벨을 던지듯이 추켜올립니다. | 앉아 받고 일어서기: 바벨을 위로 던진 상태에서 아래로 내려가 바벨을 앉아서 받고, 신체 균형을 유지하면서 일어섭니다.",,0
255,행 스내치,복근,"https://burnfit.io/wp-content/uploads/2023/11/HANG_SNATCH.png,https://burnfit.io/wp-content/uploads/2023/11/HANG_SNATCH.gif","이 운동은 복잡한 동작으로, 적절한 지도가 가능한 트레이너와 상담하는 것을 추천합니다. | 시작 자세: 양발을 골반보다 약간 넓게 벌리고, 바벨을 넓게 잡고 무릎 위에 위치 시킵니다. | 몸통 펴고 잡아 채기: 지면의 수직 방향으로 발목, 무릎, 고관절을 강하고 빠르게 신전하여, 바벨을 던지듯이 추켜올립니다. | 잡아 채고 앉아받기: 폭발적인 하지 신전력에 의해 바벨을 위로 던진 상태에서, 지면으로부터 점프를 하면서 아래로 내려가 바벨을 앉아받습니다. | 앉아 받고 일어서기: 바벨을 들고 일어나면서 구부렸던 관절을 모두 폅니다.",,0
256,필라테스 잭나이프,복근,"https://burnfit.io/wp-content/uploads/2023/11/PIL_JACKKNIFE.png,https://burnfit.io/wp-content/uploads/2023/11/PIL_JACKKNIFE.gif",척추 전체가 바닥에 닿도록 매트에 눕습니다. | 양팔로 바닥을 지그시 누르면서 두 다리를 모아서 수직으로 들어 올립니다. 이때 무릎은 곧게 펴고 발끝은 길게 뻗어줍니다. | 척추를 바닥에서부터 떼어주면서 두 다리를 모아 바닥에서 수직방향으로 곧게 밀어올립니다. | 올라왔던 역순서대로 몸을 내리면서 시작 자세로 돌아갑니다.,,0
257,리버스 크런치,복근,"https://burnfit.io/wp-content/uploads/2023/11/REV_CRUNCH.png,https://burnfit.io/wp-content/uploads/2023/11/REV_CRUNCH.gif","양손으로 바닥을 눌러 균형을 잡은 상태에서 허벅지가 바닥과 수직이 되도록 무릎을 90도로 구부려 들어 올립니다. | 손바닥으로 바닥을 지그시 누르면서, 복부의 힘으로 무릎이 가슴쪽으로 가도록 엉덩이를 밀어 올립니다. | 최고점에서 하복부의 자극을 느끼며 천천히 시작자세로 돌아갑니다.",,0
258,사이드 플랭크,복근,"https://burnfit.io/wp-content/uploads/2023/11/SIDE_PLANK.png,https://burnfit.io/wp-content/uploads/2023/11/SIDE_PLANK.gif",팔꿈치를 바닥에 대고 몸을 곧게 편상태로 옆으로 눕습니다. 이때 양발은 모아줍니다. | 바닥에 대고 있는 팔로 바닥을 지그시 밀면서 엉덩이를 들어올려 몸통 전체를 일직선으로 만듭니다. | 정해진 시간만큼 버티고 엉덩이를 천천히내려 시작 자세로 돌아옵니다.,,0
259,45도 사이드 벤드,복근,"https://burnfit.io/wp-content/uploads/2023/11/45_SIDE_BEND.png,https://burnfit.io/wp-content/uploads/2023/11/45_SIDE_BEND.gif",하이퍼익스텐션 머신과 같이 기울어진 구조물에 기대 하체를 고정시킵니다. | 기댄 방향으로 천천히 상체를 숙여 복근의 이완을 느낍니다. | 복부에 힘을 유지한 상태로 몸을 천천히 당겨 시작 자세로 돌아옵니다.,,0
260,RKC 플랭크,복근,"https://burnfit.io/wp-content/uploads/2023/11/RKC_PLANK.png,https://burnfit.io/wp-content/uploads/2023/11/RKC_PLANK.gif","손목과 팔꿈치를 바닥에 댄 상태로 바닥에 엎드립니다. | 팔꿈치와 어깨를 동일선상에 놓은 상태에서, 복부와 엉덩이에 힘을 주며 몸을 밀어 올립니다. | 등을 평평하게 만든 상태에서 팔꿈치를 발방향으로 밀어준다는 느낌으로 복근에 더 큰 자극을 부과합니다.",,0
261,케이블 사이드 벤드,복근,"https://burnfit.io/wp-content/uploads/2023/11/CABLE_SIDE_BEND.png,https://burnfit.io/wp-content/uploads/2023/11/CABLE_SIDE_BEND.gif","양발을 어깨너비만큼 벌린 상태에서, 한쪽 손으로 케이블을 잡습니다. | 숨을 들이마시면서, 케이블을 잡고있는 손의 방향으로 허리를 천천히 구부려 줍니다. | 복근의 긴장감을 유지하면서 허리를 펴줍니다.",,0
262,디클라인 크런치,복근,,,,0
263,중량 디클라인 크런치,복근,"https://burnfit.io/wp-content/uploads/2023/11/WEI_DEC_CRUNCH.png,https://burnfit.io/wp-content/uploads/2023/11/WEI_DEC_CRUNCH.gif","기울어진 벤치에 누워 발목을 고정한 상태에서, 양손으로 중량을 고정합니다. | 등 전체가 아닌 상체 윗부분만 서서히 들어올려, 복근의 윗 부분의 수축감을 느낍니다. (이때 가슴을 펴서 척추의 자극을 최소화합니다.) | 윗 복근의 긴장감을 느끼면서 천천히 내려옵니다.",,0
264,디클라인 리버스 크런치,복근,"https://burnfit.io/wp-content/uploads/2023/11/DEC_REV_CRUNCH.png,https://burnfit.io/wp-content/uploads/2023/11/DEC_REV_CRUNCH.gif","기울어진 벤치에 누운 상태에서, 신체가 움직이지 않도록 양손으로 벤치를 잡습니다. | 복부의 힘으로 무릎이 가슴쪽으로 올라가도록 엉덩이를 밀어 올립니다. | 최고점에서 하복부의 자극을 느끼며 천천히 시작자세로 돌아갑니다.",,0
265,디클라인 싯업,복근,"https://burnfit.io/wp-content/uploads/2023/11/DEC_SIT_UP.png,https://burnfit.io/wp-content/uploads/2023/11/DEC_SIT_UP.gif","기울어진 벤치에 누워 발목을 고정한 상태에서, 양손은 가슴 앞이나 머리 뒤로 올려 고정합니다. | 복부의 근육을 이용하여 상체를 들어올립니다. | 복근에 힘을 유지하면서 시작 자세로 돌아갑니다.",,0
